cp	maxdepth	minsplit	minbucket	ganancia_mean	qty	id
-2	2	200	66.6666666666667	208720000	5	4076
-2	2	100	100	208720000	5	4077
-2	2	100	50	208720000	5	4078
-2	2	100	33.3333333333333	208720000	5	4079
-2	2	50	50	208720000	5	4080
-2	2	50	25	208720000	5	4081
-2	2	50	16.6666666666667	208720000	5	4082
-2	2	50	100	208720000	5	4083
-2	2	20	20	208720000	5	4084
-2	2	20	10	208720000	5	4085
-2	2	20	6.66666666666667	208720000	5	4086
-2	2	20	40	208720000	5	4087
-2	2	20	60	208720000	5	4088
-2	2	10	10	208720000	5	4089
-2	2	10	5	208720000	5	4090
-2	2	10	3.33333333333333	208720000	5	4091
-2	2	10	20	208720000	5	4092
-2	2	10	30	208720000	5	4093
-2	2	5	5	208720000	5	4094
-2	2	5	2.5	208720000	5	4095
-2	2	5	1.66666666666667	208720000	5	4096
-2	2	5	10	208720000	5	4097
-2	2	5	15	208720000	5	4098
-2	2	1	1	208720000	5	4099
-2	2	1	0.5	208720000	5	4100
-2	2	1	0.333333333333333	208720000	5	4101
-2	2	1	2	208720000	5	4102
-2	2	1	3	208720000	5	4103
-1	2	200	100	208720000	5	4104
-1	2	200	66.6666666666667	208720000	5	4105
-1	2	100	100	208720000	5	4106
-1	2	100	50	208720000	5	4107
-1	2	100	33.3333333333333	208720000	5	4108
-1	2	50	50	208720000	5	4109
-1	2	50	25	208720000	5	4110
-1	2	50	16.6666666666667	208720000	5	4111
-1	2	50	100	208720000	5	4112
-1	2	20	20	208720000	5	4113
-1	2	20	10	208720000	5	4114
-1	2	20	6.66666666666667	208720000	5	4115
-1	2	20	40	208720000	5	4116
-1	2	20	60	208720000	5	4117
-1	2	10	10	208720000	5	4118
-1	2	10	5	208720000	5	4119
-1	2	10	3.33333333333333	208720000	5	4120
-1	2	10	20	208720000	5	4121
-1	2	10	30	208720000	5	4122
-1	2	5	5	208720000	5	4123
-1	2	5	2.5	208720000	5	4124
-1	2	5	1.66666666666667	208720000	5	4125
-1	2	5	10	208720000	5	4126
-1	2	5	15	208720000	5	4127
-1	2	1	1	208720000	5	4128
-1	2	1	0.5	208720000	5	4129
-1	2	1	0.333333333333333	208720000	5	4130
-1	2	1	2	208720000	5	4131
-1	2	1	3	208720000	5	4132
-0.5	2	200	100	208720000	5	4133
-0.5	2	200	66.6666666666667	208720000	5	4134
-0.5	2	100	100	208720000	5	4135
-0.5	2	100	50	208720000	5	4136
-0.5	2	100	33.3333333333333	208720000	5	4137
-0.5	2	50	50	208720000	5	4138
-0.5	2	50	25	208720000	5	4139
-0.5	2	50	16.6666666666667	208720000	5	4140
-0.5	2	50	100	208720000	5	4141
-0.5	2	20	20	208720000	5	4142
-0.5	2	20	10	208720000	5	4143
-0.5	2	20	6.66666666666667	208720000	5	4144
-0.5	2	20	40	208720000	5	4145
-0.5	2	20	60	208720000	5	4146
-0.5	2	10	10	208720000	5	4147
-0.5	2	10	5	208720000	5	4148
-0.5	2	10	3.33333333333333	208720000	5	4149
-0.5	2	10	20	208720000	5	4150
-0.5	2	10	30	208720000	5	4151
-0.5	2	5	5	208720000	5	4152
-0.5	2	5	2.5	208720000	5	4153
-0.5	2	5	1.66666666666667	208720000	5	4154
-0.5	2	5	10	208720000	5	4155
-0.5	2	5	15	208720000	5	4156
-0.5	2	1	1	208720000	5	4157
-0.5	2	1	0.5	208720000	5	4158
-0.5	2	1	0.333333333333333	208720000	5	4159
-0.5	2	1	2	208720000	5	4160
-0.5	2	1	3	208720000	5	4161
-0.1	2	200	100	208720000	5	4162
-0.1	2	200	66.6666666666667	208720000	5	4163
-0.1	2	100	100	208720000	5	4164
-0.1	2	100	50	208720000	5	4165
-0.1	2	100	33.3333333333333	208720000	5	4166
-0.1	2	50	50	208720000	5	4167
-0.1	2	50	25	208720000	5	4168
-0.1	2	50	16.6666666666667	208720000	5	4169
-0.1	2	50	100	208720000	5	4170
-0.1	2	20	20	208720000	5	4171
-0.1	2	20	10	208720000	5	4172
-0.1	2	20	6.66666666666667	208720000	5	4173
-0.1	2	20	40	208720000	5	4174
-0.1	2	20	60	208720000	5	4175
-0.1	2	10	10	208720000	5	4176
-0.1	2	10	5	208720000	5	4177
-0.1	2	10	3.33333333333333	208720000	5	4178
-0.1	2	10	20	208720000	5	4179
-0.1	2	10	30	208720000	5	4180
-0.1	2	5	5	208720000	5	4181
-0.1	2	5	2.5	208720000	5	4182
-0.1	2	5	1.66666666666667	208720000	5	4183
-0.1	2	5	10	208720000	5	4184
-0.1	2	5	15	208720000	5	4185
-0.1	2	1	1	208720000	5	4186
-0.1	2	1	0.5	208720000	5	4187
-0.1	2	1	0.333333333333333	208720000	5	4188
-0.1	2	1	2	208720000	5	4189
-0.1	2	1	3	208720000	5	4190
-0.01	2	200	100	208720000	5	4191
-0.01	2	200	66.6666666666667	208720000	5	4192
-0.01	2	100	100	208720000	5	4193
-0.01	2	100	50	208720000	5	4194
-0.01	2	100	33.3333333333333	208720000	5	4195
-0.01	2	50	50	208720000	5	4196
-0.01	2	50	25	208720000	5	4197
-0.01	2	50	16.6666666666667	208720000	5	4198
-0.01	2	50	100	208720000	5	4199
-0.01	2	20	20	208720000	5	4200
-0.01	2	20	10	208720000	5	4201
-0.01	2	20	6.66666666666667	208720000	5	4202
-0.01	2	20	40	208720000	5	4203
-0.01	2	20	60	208720000	5	4204
-0.01	2	10	10	208720000	5	4205
-0.01	2	10	5	208720000	5	4206
-0.01	2	10	3.33333333333333	208720000	5	4207
-0.01	2	10	20	208720000	5	4208
-0.01	2	10	30	208720000	5	4209
-0.01	2	5	5	208720000	5	4210
-0.01	2	5	2.5	208720000	5	4211
-0.01	2	5	1.66666666666667	208720000	5	4212
-0.01	2	5	10	208720000	5	4213
-0.01	2	5	15	208720000	5	4214
-0.01	2	1	1	208720000	5	4215
-0.01	2	1	0.5	208720000	5	4216
-0.01	2	1	0.333333333333333	208720000	5	4217
-0.01	2	1	2	208720000	5	4218
-0.01	2	1	3	208720000	5	4219
-0.001	2	200	100	208720000	5	4220
-0.001	2	200	66.6666666666667	208720000	5	4221
-0.001	2	100	100	208720000	5	4222
-0.001	2	100	50	208720000	5	4223
-0.001	2	100	33.3333333333333	208720000	5	4224
-0.001	2	50	50	208720000	5	4225
-0.001	2	50	25	208720000	5	4226
-0.001	2	50	16.6666666666667	208720000	5	4227
-0.001	2	50	100	208720000	5	4228
-0.001	2	20	20	208720000	5	4229
-0.001	2	20	10	208720000	5	4230
-0.001	2	20	6.66666666666667	208720000	5	4231
-0.001	2	20	40	208720000	5	4232
-0.001	2	20	60	208720000	5	4233
-0.001	2	10	10	208720000	5	4234
-0.001	2	10	5	208720000	5	4235
-0.001	2	10	3.33333333333333	208720000	5	4236
-0.001	2	10	20	208720000	5	4237
-0.001	2	10	30	208720000	5	4238
-0.001	2	5	5	208720000	5	4239
-0.001	2	5	2.5	208720000	5	4240
-0.001	2	5	1.66666666666667	208720000	5	4241
-0.001	2	5	10	208720000	5	4242
-0.001	2	5	15	208720000	5	4243
-0.001	2	1	1	208720000	5	4244
-0.001	2	1	0.5	208720000	5	4245
-0.001	2	1	0.333333333333333	208720000	5	4246
-0.001	2	1	2	208720000	5	4247
-0.001	2	1	3	208720000	5	4248
-2	20	20	40	208506666.666667	5	4249
-1	20	20	40	208506666.666667	5	4250
-0.5	20	20	40	208506666.666667	5	4251
-0.1	20	20	40	208506666.666667	5	4252
-0.01	20	20	40	208506666.666667	5	4253
-0.001	20	20	40	208506666.666667	5	4254
-2	16	50	25	208400000	5	4255
-1	16	50	25	208400000	5	4256
-0.5	16	50	25	208400000	5	4257
-0.1	16	50	25	208400000	5	4258
-0.01	16	50	25	208400000	5	4259
-0.001	16	50	25	208400000	5	4260
-2	16	10	30	208400000	5	4261
-1	16	10	30	208400000	5	4262
-0.5	16	10	30	208400000	5	4263
-0.1	16	10	30	208400000	5	4264
-0.01	16	10	30	208400000	5	4265
-0.001	16	10	30	208400000	5	4266
-2	1	2000	2000	207906666.666667	5	4267
-2	1	2000	1000	207906666.666667	5	4268
-2	1	2000	666.666666666667	207906666.666667	5	4269
-2	1	1500	1500	207906666.666667	5	4270
-2	1	1500	750	207906666.666667	5	4271
-2	1	1500	500	207906666.666667	5	4272
-2	1	1500	3000	207906666.666667	5	4273
-2	1	1000	1000	207906666.666667	5	4274
-2	1	1000	500	207906666.666667	5	4275
-2	1	1000	333.333333333333	207906666.666667	5	4276
-2	1	1000	2000	207906666.666667	5	4277
-2	1	1000	3000	207906666.666667	5	4278
-2	1	800	800	207906666.666667	5	4279
-2	1	800	400	207906666.666667	5	4280
-2	1	800	266.666666666667	207906666.666667	5	4281
-2	1	800	1600	207906666.666667	5	4282
-2	1	800	2400	207906666.666667	5	4283
-2	1	600	600	207906666.666667	5	4284
-2	1	600	300	207906666.666667	5	4285
-2	1	600	200	207906666.666667	5	4286
-2	1	600	1200	207906666.666667	5	4287
-2	1	600	1800	207906666.666667	5	4288
-2	1	400	400	207906666.666667	5	4289
-2	1	400	200	207906666.666667	5	4290
-2	1	400	133.333333333333	207906666.666667	5	4291
-2	1	400	800	207906666.666667	5	4292
-2	1	400	1200	207906666.666667	5	4293
-2	1	200	200	207906666.666667	5	4294
-2	1	200	100	207906666.666667	5	4295
-2	1	200	66.6666666666667	207906666.666667	5	4296
-2	1	200	400	207906666.666667	5	4297
-2	1	200	600	207906666.666667	5	4298
-2	1	100	100	207906666.666667	5	4299
-2	1	100	50	207906666.666667	5	4300
-2	1	100	33.3333333333333	207906666.666667	5	4301
-2	1	100	200	207906666.666667	5	4302
-2	1	100	300	207906666.666667	5	4303
-2	1	50	50	207906666.666667	5	4304
-2	1	50	25	207906666.666667	5	4305
-2	1	50	16.6666666666667	207906666.666667	5	4306
-2	1	50	100	207906666.666667	5	4307
-2	1	50	150	207906666.666667	5	4308
-2	1	20	20	207906666.666667	5	4309
-2	1	20	10	207906666.666667	5	4310
-2	1	20	6.66666666666667	207906666.666667	5	4311
-2	1	20	40	207906666.666667	5	4312
-2	1	20	60	207906666.666667	5	4313
-2	1	10	10	207906666.666667	5	4314
-2	1	10	5	207906666.666667	5	4315
-2	1	10	3.33333333333333	207906666.666667	5	4316
-2	1	10	20	207906666.666667	5	4317
-2	1	10	30	207906666.666667	5	4318
-2	1	5	5	207906666.666667	5	4319
-2	1	5	2.5	207906666.666667	5	4320
-2	1	5	1.66666666666667	207906666.666667	5	4321
-2	1	5	10	207906666.666667	5	4322
-2	1	5	15	207906666.666667	5	4323
-2	1	1	1	207906666.666667	5	4324
-2	1	1	0.5	207906666.666667	5	4325
-2	1	1	0.333333333333333	207906666.666667	5	4326
-2	1	1	2	207906666.666667	5	4327
-2	1	1	3	207906666.666667	5	4328
-1	1	2000	2000	207906666.666667	5	4329
-1	1	2000	1000	207906666.666667	5	4330
-1	1	2000	666.666666666667	207906666.666667	5	4331
-1	1	1500	1500	207906666.666667	5	4332
-1	1	1500	750	207906666.666667	5	4333
-1	1	1500	500	207906666.666667	5	4334
-1	1	1500	3000	207906666.666667	5	4335
-1	1	1000	1000	207906666.666667	5	4336
-1	1	1000	500	207906666.666667	5	4337
-1	1	1000	333.333333333333	207906666.666667	5	4338
-1	1	1000	2000	207906666.666667	5	4339
-1	1	1000	3000	207906666.666667	5	4340
-1	1	800	800	207906666.666667	5	4341
-1	1	800	400	207906666.666667	5	4342
-1	1	800	266.666666666667	207906666.666667	5	4343
-1	1	800	1600	207906666.666667	5	4344
-1	1	800	2400	207906666.666667	5	4345
-1	1	600	600	207906666.666667	5	4346
-1	1	600	300	207906666.666667	5	4347
-1	1	600	200	207906666.666667	5	4348
-1	1	600	1200	207906666.666667	5	4349
-1	1	600	1800	207906666.666667	5	4350
-1	1	400	400	207906666.666667	5	4351
-1	1	400	200	207906666.666667	5	4352
-1	1	400	133.333333333333	207906666.666667	5	4353
-1	1	400	800	207906666.666667	5	4354
-1	1	400	1200	207906666.666667	5	4355
-1	1	200	200	207906666.666667	5	4356
-1	1	200	100	207906666.666667	5	4357
-1	1	200	66.6666666666667	207906666.666667	5	4358
-1	1	200	400	207906666.666667	5	4359
-1	1	200	600	207906666.666667	5	4360
-1	1	100	100	207906666.666667	5	4361
-1	1	100	50	207906666.666667	5	4362
-1	1	100	33.3333333333333	207906666.666667	5	4363
-1	1	100	200	207906666.666667	5	4364
-1	1	100	300	207906666.666667	5	4365
-1	1	50	50	207906666.666667	5	4366
-1	1	50	25	207906666.666667	5	4367
-1	1	50	16.6666666666667	207906666.666667	5	4368
-1	1	50	100	207906666.666667	5	4369
-1	1	50	150	207906666.666667	5	4370
-1	1	20	20	207906666.666667	5	4371
-1	1	20	10	207906666.666667	5	4372
-1	1	20	6.66666666666667	207906666.666667	5	4373
-1	1	20	40	207906666.666667	5	4374
-1	1	20	60	207906666.666667	5	4375
-1	1	10	10	207906666.666667	5	4376
-1	1	10	5	207906666.666667	5	4377
-1	1	10	3.33333333333333	207906666.666667	5	4378
-1	1	10	20	207906666.666667	5	4379
-1	1	10	30	207906666.666667	5	4380
-1	1	5	5	207906666.666667	5	4381
-1	1	5	2.5	207906666.666667	5	4382
-1	1	5	1.66666666666667	207906666.666667	5	4383
-1	1	5	10	207906666.666667	5	4384
-1	1	5	15	207906666.666667	5	4385
-1	1	1	1	207906666.666667	5	4386
-1	1	1	0.5	207906666.666667	5	4387
-1	1	1	0.333333333333333	207906666.666667	5	4388
-1	1	1	2	207906666.666667	5	4389
-1	1	1	3	207906666.666667	5	4390
-0.5	1	2000	2000	207906666.666667	5	4391
-0.5	1	2000	1000	207906666.666667	5	4392
-0.5	1	2000	666.666666666667	207906666.666667	5	4393
-0.5	1	1500	1500	207906666.666667	5	4394
-0.5	1	1500	750	207906666.666667	5	4395
-0.5	1	1500	500	207906666.666667	5	4396
-0.5	1	1500	3000	207906666.666667	5	4397
-0.5	1	1000	1000	207906666.666667	5	4398
-0.5	1	1000	500	207906666.666667	5	4399
-0.5	1	1000	333.333333333333	207906666.666667	5	4400
-0.5	1	1000	2000	207906666.666667	5	4401
-0.5	1	1000	3000	207906666.666667	5	4402
-0.5	1	800	800	207906666.666667	5	4403
-0.5	1	800	400	207906666.666667	5	4404
-0.5	1	800	266.666666666667	207906666.666667	5	4405
-0.5	1	800	1600	207906666.666667	5	4406
-0.5	1	800	2400	207906666.666667	5	4407
-0.5	1	600	600	207906666.666667	5	4408
-0.5	1	600	300	207906666.666667	5	4409
-0.5	1	600	200	207906666.666667	5	4410
-0.5	1	600	1200	207906666.666667	5	4411
-0.5	1	600	1800	207906666.666667	5	4412
-0.5	1	400	400	207906666.666667	5	4413
-0.5	1	400	200	207906666.666667	5	4414
-0.5	1	400	133.333333333333	207906666.666667	5	4415
-0.5	1	400	800	207906666.666667	5	4416
-0.5	1	400	1200	207906666.666667	5	4417
-0.5	1	200	200	207906666.666667	5	4418
-0.5	1	200	100	207906666.666667	5	4419
-0.5	1	200	66.6666666666667	207906666.666667	5	4420
-0.5	1	200	400	207906666.666667	5	4421
-0.5	1	200	600	207906666.666667	5	4422
-0.5	1	100	100	207906666.666667	5	4423
-0.5	1	100	50	207906666.666667	5	4424
-0.5	1	100	33.3333333333333	207906666.666667	5	4425
-0.5	1	100	200	207906666.666667	5	4426
-0.5	1	100	300	207906666.666667	5	4427
-0.5	1	50	50	207906666.666667	5	4428
-0.5	1	50	25	207906666.666667	5	4429
-0.5	1	50	16.6666666666667	207906666.666667	5	4430
-0.5	1	50	100	207906666.666667	5	4431
-0.5	1	50	150	207906666.666667	5	4432
-0.5	1	20	20	207906666.666667	5	4433
-0.5	1	20	10	207906666.666667	5	4434
-0.5	1	20	6.66666666666667	207906666.666667	5	4435
-0.5	1	20	40	207906666.666667	5	4436
-0.5	1	20	60	207906666.666667	5	4437
-0.5	1	10	10	207906666.666667	5	4438
-0.5	1	10	5	207906666.666667	5	4439
-0.5	1	10	3.33333333333333	207906666.666667	5	4440
-0.5	1	10	20	207906666.666667	5	4441
-0.5	1	10	30	207906666.666667	5	4442
-0.5	1	5	5	207906666.666667	5	4443
-0.5	1	5	2.5	207906666.666667	5	4444
-0.5	1	5	1.66666666666667	207906666.666667	5	4445
-0.5	1	5	10	207906666.666667	5	4446
-0.5	1	5	15	207906666.666667	5	4447
-0.5	1	1	1	207906666.666667	5	4448
-0.5	1	1	0.5	207906666.666667	5	4449
-0.5	1	1	0.333333333333333	207906666.666667	5	4450
-0.5	1	1	2	207906666.666667	5	4451
-0.5	1	1	3	207906666.666667	5	4452
-0.1	1	2000	2000	207906666.666667	5	4453
-0.1	1	2000	1000	207906666.666667	5	4454
-0.1	1	2000	666.666666666667	207906666.666667	5	4455
-0.1	1	1500	1500	207906666.666667	5	4456
-0.1	1	1500	750	207906666.666667	5	4457
-0.1	1	1500	500	207906666.666667	5	4458
-0.1	1	1500	3000	207906666.666667	5	4459
-0.1	1	1000	1000	207906666.666667	5	4460
-0.1	1	1000	500	207906666.666667	5	4461
-0.1	1	1000	333.333333333333	207906666.666667	5	4462
-0.1	1	1000	2000	207906666.666667	5	4463
-0.1	1	1000	3000	207906666.666667	5	4464
-0.1	1	800	800	207906666.666667	5	4465
-0.1	1	800	400	207906666.666667	5	4466
-0.1	1	800	266.666666666667	207906666.666667	5	4467
-0.1	1	800	1600	207906666.666667	5	4468
-0.1	1	800	2400	207906666.666667	5	4469
-0.1	1	600	600	207906666.666667	5	4470
-0.1	1	600	300	207906666.666667	5	4471
-0.1	1	600	200	207906666.666667	5	4472
-0.1	1	600	1200	207906666.666667	5	4473
-0.1	1	600	1800	207906666.666667	5	4474
-0.1	1	400	400	207906666.666667	5	4475
-0.1	1	400	200	207906666.666667	5	4476
-0.1	1	400	133.333333333333	207906666.666667	5	4477
-0.1	1	400	800	207906666.666667	5	4478
-0.1	1	400	1200	207906666.666667	5	4479
-0.1	1	200	200	207906666.666667	5	4480
-0.1	1	200	100	207906666.666667	5	4481
-0.1	1	200	66.6666666666667	207906666.666667	5	4482
-0.1	1	200	400	207906666.666667	5	4483
-0.1	1	200	600	207906666.666667	5	4484
-0.1	1	100	100	207906666.666667	5	4485
-0.1	1	100	50	207906666.666667	5	4486
-0.1	1	100	33.3333333333333	207906666.666667	5	4487
-0.1	1	100	200	207906666.666667	5	4488
-0.1	1	100	300	207906666.666667	5	4489
-0.1	1	50	50	207906666.666667	5	4490
-0.1	1	50	25	207906666.666667	5	4491
-0.1	1	50	16.6666666666667	207906666.666667	5	4492
-0.1	1	50	100	207906666.666667	5	4493
-0.1	1	50	150	207906666.666667	5	4494
-0.1	1	20	20	207906666.666667	5	4495
-0.1	1	20	10	207906666.666667	5	4496
-0.1	1	20	6.66666666666667	207906666.666667	5	4497
-0.1	1	20	40	207906666.666667	5	4498
-0.1	1	20	60	207906666.666667	5	4499
-0.1	1	10	10	207906666.666667	5	4500
-0.1	1	10	5	207906666.666667	5	4501
-0.1	1	10	3.33333333333333	207906666.666667	5	4502
-0.1	1	10	20	207906666.666667	5	4503
-0.1	1	10	30	207906666.666667	5	4504
-0.1	1	5	5	207906666.666667	5	4505
-0.1	1	5	2.5	207906666.666667	5	4506
-0.1	1	5	1.66666666666667	207906666.666667	5	4507
-0.1	1	5	10	207906666.666667	5	4508
-0.1	1	5	15	207906666.666667	5	4509
-0.1	1	1	1	207906666.666667	5	4510
-0.1	1	1	0.5	207906666.666667	5	4511
-0.1	1	1	0.333333333333333	207906666.666667	5	4512
-0.1	1	1	2	207906666.666667	5	4513
-0.1	1	1	3	207906666.666667	5	4514
-0.01	1	2000	2000	207906666.666667	5	4515
-0.01	1	2000	1000	207906666.666667	5	4516
-0.01	1	2000	666.666666666667	207906666.666667	5	4517
-0.01	1	1500	1500	207906666.666667	5	4518
-0.01	1	1500	750	207906666.666667	5	4519
-0.01	1	1500	500	207906666.666667	5	4520
-0.01	1	1500	3000	207906666.666667	5	4521
-0.01	1	1000	1000	207906666.666667	5	4522
-0.01	1	1000	500	207906666.666667	5	4523
-0.01	1	1000	333.333333333333	207906666.666667	5	4524
-0.01	1	1000	2000	207906666.666667	5	4525
-0.01	1	1000	3000	207906666.666667	5	4526
-0.01	1	800	800	207906666.666667	5	4527
-0.01	1	800	400	207906666.666667	5	4528
-0.01	1	800	266.666666666667	207906666.666667	5	4529
-0.01	1	800	1600	207906666.666667	5	4530
-0.01	1	800	2400	207906666.666667	5	4531
-0.01	1	600	600	207906666.666667	5	4532
-0.01	1	600	300	207906666.666667	5	4533
-0.01	1	600	200	207906666.666667	5	4534
-0.01	1	600	1200	207906666.666667	5	4535
-0.01	1	600	1800	207906666.666667	5	4536
-0.01	1	400	400	207906666.666667	5	4537
-0.01	1	400	200	207906666.666667	5	4538
-0.01	1	400	133.333333333333	207906666.666667	5	4539
-0.01	1	400	800	207906666.666667	5	4540
-0.01	1	400	1200	207906666.666667	5	4541
-0.01	1	200	200	207906666.666667	5	4542
-0.01	1	200	100	207906666.666667	5	4543
-0.01	1	200	66.6666666666667	207906666.666667	5	4544
-0.01	1	200	400	207906666.666667	5	4545
-0.01	1	200	600	207906666.666667	5	4546
-0.01	1	100	100	207906666.666667	5	4547
-0.01	1	100	50	207906666.666667	5	4548
-0.01	1	100	33.3333333333333	207906666.666667	5	4549
-0.01	1	100	200	207906666.666667	5	4550
-0.01	1	100	300	207906666.666667	5	4551
-0.01	1	50	50	207906666.666667	5	4552
-0.01	1	50	25	207906666.666667	5	4553
-0.01	1	50	16.6666666666667	207906666.666667	5	4554
-0.01	1	50	100	207906666.666667	5	4555
-0.01	1	50	150	207906666.666667	5	4556
-0.01	1	20	20	207906666.666667	5	4557
-0.01	1	20	10	207906666.666667	5	4558
-0.01	1	20	6.66666666666667	207906666.666667	5	4559
-0.01	1	20	40	207906666.666667	5	4560
-0.01	1	20	60	207906666.666667	5	4561
-0.01	1	10	10	207906666.666667	5	4562
-0.01	1	10	5	207906666.666667	5	4563
-0.01	1	10	3.33333333333333	207906666.666667	5	4564
-0.01	1	10	20	207906666.666667	5	4565
-0.01	1	10	30	207906666.666667	5	4566
-0.01	1	5	5	207906666.666667	5	4567
-0.01	1	5	2.5	207906666.666667	5	4568
-0.01	1	5	1.66666666666667	207906666.666667	5	4569
-0.01	1	5	10	207906666.666667	5	4570
-0.01	1	5	15	207906666.666667	5	4571
-0.01	1	1	1	207906666.666667	5	4572
-0.01	1	1	0.5	207906666.666667	5	4573
-0.01	1	1	0.333333333333333	207906666.666667	5	4574
-0.01	1	1	2	207906666.666667	5	4575
-0.01	1	1	3	207906666.666667	5	4576
-0.001	1	2000	2000	207906666.666667	5	4577
-0.001	1	2000	1000	207906666.666667	5	4578
-0.001	1	2000	666.666666666667	207906666.666667	5	4579
-0.001	1	1500	1500	207906666.666667	5	4580
-0.001	1	1500	750	207906666.666667	5	4581
-0.001	1	1500	500	207906666.666667	5	4582
-0.001	1	1500	3000	207906666.666667	5	4583
-0.001	1	1000	1000	207906666.666667	5	4584
-0.001	1	1000	500	207906666.666667	5	4585
-0.001	1	1000	333.333333333333	207906666.666667	5	4586
-0.001	1	1000	2000	207906666.666667	5	4587
-0.001	1	1000	3000	207906666.666667	5	4588
-0.001	1	800	800	207906666.666667	5	4589
-0.001	1	800	400	207906666.666667	5	4590
-0.001	1	800	266.666666666667	207906666.666667	5	4591
-0.001	1	800	1600	207906666.666667	5	4592
-0.001	1	800	2400	207906666.666667	5	4593
-0.001	1	600	600	207906666.666667	5	4594
-0.001	1	600	300	207906666.666667	5	4595
-0.001	1	600	200	207906666.666667	5	4596
-0.001	1	600	1200	207906666.666667	5	4597
-0.001	1	600	1800	207906666.666667	5	4598
-0.001	1	400	400	207906666.666667	5	4599
-0.001	1	400	200	207906666.666667	5	4600
-0.001	1	400	133.333333333333	207906666.666667	5	4601
-0.001	1	400	800	207906666.666667	5	4602
-0.001	1	400	1200	207906666.666667	5	4603
-0.001	1	200	200	207906666.666667	5	4604
-0.001	1	200	100	207906666.666667	5	4605
-0.001	1	200	66.6666666666667	207906666.666667	5	4606
-0.001	1	200	400	207906666.666667	5	4607
-0.001	1	200	600	207906666.666667	5	4608
-0.001	1	100	100	207906666.666667	5	4609
-0.001	1	100	50	207906666.666667	5	4610
-0.001	1	100	33.3333333333333	207906666.666667	5	4611
-0.001	1	100	200	207906666.666667	5	4612
-0.001	1	100	300	207906666.666667	5	4613
-0.001	1	50	50	207906666.666667	5	4614
-0.001	1	50	25	207906666.666667	5	4615
-0.001	1	50	16.6666666666667	207906666.666667	5	4616
-0.001	1	50	100	207906666.666667	5	4617
-0.001	1	50	150	207906666.666667	5	4618
-0.001	1	20	20	207906666.666667	5	4619
-0.001	1	20	10	207906666.666667	5	4620
-0.001	1	20	6.66666666666667	207906666.666667	5	4621
-0.001	1	20	40	207906666.666667	5	4622
-0.001	1	20	60	207906666.666667	5	4623
-0.001	1	10	10	207906666.666667	5	4624
-0.001	1	10	5	207906666.666667	5	4625
-0.001	1	10	3.33333333333333	207906666.666667	5	4626
-0.001	1	10	20	207906666.666667	5	4627
-0.001	1	10	30	207906666.666667	5	4628
-0.001	1	5	5	207906666.666667	5	4629
-0.001	1	5	2.5	207906666.666667	5	4630
-0.001	1	5	1.66666666666667	207906666.666667	5	4631
-0.001	1	5	10	207906666.666667	5	4632
-0.001	1	5	15	207906666.666667	5	4633
-0.001	1	1	1	207906666.666667	5	4634
-0.001	1	1	0.5	207906666.666667	5	4635
-0.001	1	1	0.333333333333333	207906666.666667	5	4636
-0.001	1	1	2	207906666.666667	5	4637
-0.001	1	1	3	207906666.666667	5	4638
-2	2	2000	2000	207906666.666667	5	4639
-2	2	2000	1000	207906666.666667	5	4640
-2	2	2000	666.666666666667	207906666.666667	5	4641
-2	2	1500	1500	207906666.666667	5	4642
-2	2	1500	750	207906666.666667	5	4643
-2	2	1500	500	207906666.666667	5	4644
-2	2	1500	3000	207906666.666667	5	4645
-2	2	1000	1000	207906666.666667	5	4646
-2	2	1000	500	207906666.666667	5	4647
-2	2	1000	333.333333333333	207906666.666667	5	4648
-2	2	1000	2000	207906666.666667	5	4649
-2	2	1000	3000	207906666.666667	5	4650
-2	2	800	800	207906666.666667	5	4651
-2	2	800	400	207906666.666667	5	4652
-2	2	800	266.666666666667	207906666.666667	5	4653
-2	2	800	1600	207906666.666667	5	4654
-2	2	800	2400	207906666.666667	5	4655
-2	2	600	600	207906666.666667	5	4656
-2	2	600	300	207906666.666667	5	4657
-2	2	600	200	207906666.666667	5	4658
-2	2	600	1200	207906666.666667	5	4659
-2	2	600	1800	207906666.666667	5	4660
-2	2	400	400	207906666.666667	5	4661
-2	2	400	200	207906666.666667	5	4662
-2	2	400	800	207906666.666667	5	4663
-2	2	400	1200	207906666.666667	5	4664
-2	2	200	200	207906666.666667	5	4665
-2	2	200	400	207906666.666667	5	4666
-2	2	200	600	207906666.666667	5	4667
-2	2	100	200	207906666.666667	5	4668
-2	2	100	300	207906666.666667	5	4669
-2	2	50	150	207906666.666667	5	4670
-1	2	2000	2000	207906666.666667	5	4671
-1	2	2000	1000	207906666.666667	5	4672
-1	2	2000	666.666666666667	207906666.666667	5	4673
-1	2	1500	1500	207906666.666667	5	4674
-1	2	1500	750	207906666.666667	5	4675
-1	2	1500	500	207906666.666667	5	4676
-1	2	1500	3000	207906666.666667	5	4677
-1	2	1000	1000	207906666.666667	5	4678
-1	2	1000	500	207906666.666667	5	4679
-1	2	1000	333.333333333333	207906666.666667	5	4680
-1	2	1000	2000	207906666.666667	5	4681
-1	2	1000	3000	207906666.666667	5	4682
-1	2	800	800	207906666.666667	5	4683
-1	2	800	400	207906666.666667	5	4684
-1	2	800	266.666666666667	207906666.666667	5	4685
-1	2	800	1600	207906666.666667	5	4686
-1	2	800	2400	207906666.666667	5	4687
-1	2	600	600	207906666.666667	5	4688
